Transcript stable ID	Gene stable ID version	Transcript stable ID version
ENSMPUT00000003738	ENSMPUG00000003700.1	ENSMPUT00000003738.1
ENSMPUT00000003739	ENSMPUG00000003701.1	ENSMPUT00000003739.1
ENSMPUT00000003740	ENSMPUG00000003702.1	ENSMPUT00000003740.1
ENSMPUT00000003741	ENSMPUG00000003703.1	ENSMPUT00000003741.1
ENSMPUT00000003742	ENSMPUG00000003704.1	ENSMPUT00000003742.1
ENSMPUT00000003743	ENSMPUG00000003705.1	ENSMPUT00000003743.1
ENSMPUT00000003744	ENSMPUG00000003706.1	ENSMPUT00000003744.1
ENSMPUT00000003745	ENSMPUG00000003707.1	ENSMPUT00000003745.1
ENSMPUT00000003746	ENSMPUG00000003708.1	ENSMPUT00000003746.1
ENSMPUT00000003747	ENSMPUG00000003709.1	ENSMPUT00000003747.1
ENSMPUT00000003748	ENSMPUG00000003710.1	ENSMPUT00000003748.1
ENSMPUT00000003749	ENSMPUG00000003711.1	ENSMPUT00000003749.1
ENSMPUT00000003750	ENSMPUG00000003712.1	ENSMPUT00000003750.1
ENSMPUT00000003751	ENSMPUG00000003713.1	ENSMPUT00000003751.1
ENSMPUT00000003752	ENSMPUG00000003714.1	ENSMPUT00000003752.1
ENSMPUT00000003753	ENSMPUG00000003715.1	ENSMPUT00000003753.1
ENSMPUT00000003754	ENSMPUG00000003716.1	ENSMPUT00000003754.1
ENSMPUT00000003755	ENSMPUG00000003717.1	ENSMPUT00000003755.1
ENSMPUT00000003756	ENSMPUG00000003718.1	ENSMPUT00000003756.1
ENSMPUT00000003757	ENSMPUG00000003719.1	ENSMPUT00000003757.1
ENSMPUT00000003758	ENSMPUG00000003720.1	ENSMPUT00000003758.1
ENSMPUT00000003759	ENSMPUG00000003721.1	ENSMPUT00000003759.1
ENSMPUT00000003760	ENSMPUG00000003722.1	ENSMPUT00000003760.1
ENSMPUT00000003761	ENSMPUG00000003723.1	ENSMPUT00000003761.1
ENSMPUT00000003762	ENSMPUG00000003724.1	ENSMPUT00000003762.1
ENSMPUT00000003763	ENSMPUG00000003725.1	ENSMPUT00000003763.1
ENSMPUT00000003764	ENSMPUG00000003726.1	ENSMPUT00000003764.1
ENSMPUT00000003765	ENSMPUG00000003727.1	ENSMPUT00000003765.1
ENSMPUT00000003766	ENSMPUG00000003728.1	ENSMPUT00000003766.1
ENSMPUT00000003767	ENSMPUG00000003729.1	ENSMPUT00000003767.1
ENSMPUT00000003768	ENSMPUG00000003730.1	ENSMPUT00000003768.1
ENSMPUT00000003769	ENSMPUG00000003731.1	ENSMPUT00000003769.1
ENSMPUT00000003770	ENSMPUG00000003732.1	ENSMPUT00000003770.1
ENSMPUT00000003771	ENSMPUG00000003733.1	ENSMPUT00000003771.1
ENSMPUT00000003772	ENSMPUG00000003734.1	ENSMPUT00000003772.1
ENSMPUT00000003773	ENSMPUG00000003735.1	ENSMPUT00000003773.1
ENSMPUT00000003774	ENSMPUG00000003736.1	ENSMPUT00000003774.1
ENSMPUT00000003775	ENSMPUG00000003737.1	ENSMPUT00000003775.1
ENSMPUT00000003776	ENSMPUG00000003738.1	ENSMPUT00000003776.1
ENSMPUT00000003777	ENSMPUG00000003739.1	ENSMPUT00000003777.1
ENSMPUT00000003778	ENSMPUG00000003740.1	ENSMPUT00000003778.1
ENSMPUT00000003779	ENSMPUG00000003741.1	ENSMPUT00000003779.1
ENSMPUT00000003780	ENSMPUG00000003742.1	ENSMPUT00000003780.1
ENSMPUT00000003781	ENSMPUG00000003743.1	ENSMPUT00000003781.1
ENSMPUT00000003782	ENSMPUG00000003744.1	ENSMPUT00000003782.1
ENSMPUT00000003783	ENSMPUG00000003745.1	ENSMPUT00000003783.1
ENSMPUT00000003784	ENSMPUG00000003746.1	ENSMPUT00000003784.1
ENSMPUT00000003785	ENSMPUG00000003747.1	ENSMPUT00000003785.1
ENSMPUT00000003786	ENSMPUG00000003748.1	ENSMPUT00000003786.1
ENSMPUT00000003787	ENSMPUG00000003749.1	ENSMPUT00000003787.1
ENSMPUT00000003788	ENSMPUG00000003750.1	ENSMPUT00000003788.1
ENSMPUT00000003789	ENSMPUG00000003751.1	ENSMPUT00000003789.1
ENSMPUT00000003790	ENSMPUG00000003752.1	ENSMPUT00000003790.1
ENSMPUT00000003791	ENSMPUG00000003753.1	ENSMPUT00000003791.1
ENSMPUT00000003792	ENSMPUG00000003754.1	ENSMPUT00000003792.1
ENSMPUT00000003793	ENSMPUG00000003755.1	ENSMPUT00000003793.1
ENSMPUT00000003794	ENSMPUG00000003756.1	ENSMPUT00000003794.1
ENSMPUT00000003795	ENSMPUG00000003757.1	ENSMPUT00000003795.1
ENSMPUT00000003796	ENSMPUG00000003758.1	ENSMPUT00000003796.1
ENSMPUT00000003797	ENSMPUG00000003759.1	ENSMPUT00000003797.1
ENSMPUT00000003798	ENSMPUG00000003760.1	ENSMPUT00000003798.1
ENSMPUT00000003799	ENSMPUG00000003761.1	ENSMPUT00000003799.1
ENSMPUT00000003800	ENSMPUG00000003762.1	ENSMPUT00000003800.1
ENSMPUT00000003801	ENSMPUG00000003763.1	ENSMPUT00000003801.1
ENSMPUT00000003802	ENSMPUG00000003764.1	ENSMPUT00000003802.1
ENSMPUT00000003803	ENSMPUG00000003765.1	ENSMPUT00000003803.1
ENSMPUT00000003804	ENSMPUG00000003766.1	ENSMPUT00000003804.1
ENSMPUT00000003805	ENSMPUG00000003767.1	ENSMPUT00000003805.1
ENSMPUT00000003806	ENSMPUG00000003768.1	ENSMPUT00000003806.1
ENSMPUT00000003807	ENSMPUG00000003769.1	ENSMPUT00000003807.1
ENSMPUT00000003808	ENSMPUG00000003770.1	ENSMPUT00000003808.1
ENSMPUT00000003809	ENSMPUG00000003771.1	ENSMPUT00000003809.1
ENSMPUT00000003810	ENSMPUG00000003772.1	ENSMPUT00000003810.1
ENSMPUT00000003811	ENSMPUG00000003773.1	ENSMPUT00000003811.1
ENSMPUT00000003812	ENSMPUG00000003774.1	ENSMPUT00000003812.1
ENSMPUT00000003813	ENSMPUG00000003775.1	ENSMPUT00000003813.1
ENSMPUT00000003814	ENSMPUG00000003776.1	ENSMPUT00000003814.1
ENSMPUT00000003815	ENSMPUG00000003777.1	ENSMPUT00000003815.1
ENSMPUT00000003816	ENSMPUG00000003778.1	ENSMPUT00000003816.1
ENSMPUT00000003817	ENSMPUG00000003779.1	ENSMPUT00000003817.1
ENSMPUT00000003818	ENSMPUG00000003780.1	ENSMPUT00000003818.1
ENSMPUT00000003819	ENSMPUG00000003781.1	ENSMPUT00000003819.1
ENSMPUT00000003820	ENSMPUG00000003782.1	ENSMPUT00000003820.1
ENSMPUT00000003821	ENSMPUG00000003783.1	ENSMPUT00000003821.1
ENSMPUT00000003822	ENSMPUG00000003784.1	ENSMPUT00000003822.1
ENSMPUT00000003823	ENSMPUG00000003785.1	ENSMPUT00000003823.1
ENSMPUT00000003824	ENSMPUG00000003786.1	ENSMPUT00000003824.1
ENSMPUT00000003825	ENSMPUG00000003787.1	ENSMPUT00000003825.1
ENSMPUT00000003826	ENSMPUG00000003788.1	ENSMPUT00000003826.1
ENSMPUT00000003827	ENSMPUG00000003789.1	ENSMPUT00000003827.1
ENSMPUT00000003828	ENSMPUG00000003790.1	ENSMPUT00000003828.1
ENSMPUT00000003829	ENSMPUG00000003791.1	ENSMPUT00000003829.1
ENSMPUT00000003830	ENSMPUG00000003792.1	ENSMPUT00000003830.1
ENSMPUT00000003831	ENSMPUG00000003793.1	ENSMPUT00000003831.1
ENSMPUT00000003832	ENSMPUG00000003794.1	ENSMPUT00000003832.1
ENSMPUT00000003833	ENSMPUG00000003795.1	ENSMPUT00000003833.1
ENSMPUT00000003834	ENSMPUG00000003796.1	ENSMPUT00000003834.1
ENSMPUT00000003835	ENSMPUG00000003797.1	ENSMPUT00000003835.1
ENSMPUT00000003836	ENSMPUG00000003798.1	ENSMPUT00000003836.1
ENSMPUT00000003837	ENSMPUG00000003799.1	ENSMPUT00000003837.1
ENSMPUT00000003838	ENSMPUG00000003800.1	ENSMPUT00000003838.1
ENSMPUT00000003839	ENSMPUG00000003801.1	ENSMPUT00000003839.1
ENSMPUT00000003840	ENSMPUG00000003802.1	ENSMPUT00000003840.1
ENSMPUT00000003841	ENSMPUG00000003803.1	ENSMPUT00000003841.1
ENSMPUT00000003842	ENSMPUG00000003804.1	ENSMPUT00000003842.1
ENSMPUT00000003843	ENSMPUG00000003805.1	ENSMPUT00000003843.1
ENSMPUT00000003844	ENSMPUG00000003806.1	ENSMPUT00000003844.1
ENSMPUT00000003845	ENSMPUG00000003807.1	ENSMPUT00000003845.1
ENSMPUT00000003846	ENSMPUG00000003808.1	ENSMPUT00000003846.1
ENSMPUT00000003847	ENSMPUG00000003809.1	ENSMPUT00000003847.1
ENSMPUT00000003848	ENSMPUG00000003810.1	ENSMPUT00000003848.1
ENSMPUT00000003849	ENSMPUG00000003811.1	ENSMPUT00000003849.1
ENSMPUT00000003850	ENSMPUG00000003812.1	ENSMPUT00000003850.1
ENSMPUT00000003851	ENSMPUG00000003813.1	ENSMPUT00000003851.1
ENSMPUT00000003852	ENSMPUG00000003814.1	ENSMPUT00000003852.1
ENSMPUT00000003853	ENSMPUG00000003815.1	ENSMPUT00000003853.1
ENSMPUT00000003854	ENSMPUG00000003816.1	ENSMPUT00000003854.1
ENSMPUT00000003855	ENSMPUG00000003817.1	ENSMPUT00000003855.1
ENSMPUT00000003856	ENSMPUG00000003818.1	ENSMPUT00000003856.1
ENSMPUT00000003857	ENSMPUG00000003819.1	ENSMPUT00000003857.1
ENSMPUT00000003858	ENSMPUG00000003820.1	ENSMPUT00000003858.1
ENSMPUT00000003859	ENSMPUG00000003821.1	ENSMPUT00000003859.1
ENSMPUT00000003860	ENSMPUG00000003822.1	ENSMPUT00000003860.1
ENSMPUT00000003861	ENSMPUG00000003823.1	ENSMPUT00000003861.1
ENSMPUT00000003862	ENSMPUG00000003824.1	ENSMPUT00000003862.1
ENSMPUT00000003863	ENSMPUG00000003825.1	ENSMPUT00000003863.1
ENSMPUT00000003864	ENSMPUG00000003826.1	ENSMPUT00000003864.1
ENSMPUT00000003865	ENSMPUG00000003827.1	ENSMPUT00000003865.1
ENSMPUT00000003866	ENSMPUG00000003827.1	ENSMPUT00000003866.1
ENSMPUT00000003867	ENSMPUG00000003828.1	ENSMPUT00000003867.1
ENSMPUT00000003868	ENSMPUG00000003829.1	ENSMPUT00000003868.1
ENSMPUT00000003869	ENSMPUG00000003830.1	ENSMPUT00000003869.1
ENSMPUT00000003870	ENSMPUG00000003831.1	ENSMPUT00000003870.1
ENSMPUT00000003871	ENSMPUG00000003832.1	ENSMPUT00000003871.1
ENSMPUT00000003872	ENSMPUG00000003833.1	ENSMPUT00000003872.1
ENSMPUT00000003873	ENSMPUG00000003834.1	ENSMPUT00000003873.1
ENSMPUT00000003874	ENSMPUG00000003835.1	ENSMPUT00000003874.1
ENSMPUT00000003875	ENSMPUG00000003836.1	ENSMPUT00000003875.1
ENSMPUT00000003876	ENSMPUG00000003837.1	ENSMPUT00000003876.1
ENSMPUT00000003877	ENSMPUG00000003838.1	ENSMPUT00000003877.1
ENSMPUT00000003878	ENSMPUG00000003839.1	ENSMPUT00000003878.1
ENSMPUT00000003879	ENSMPUG00000003840.1	ENSMPUT00000003879.1
ENSMPUT00000003880	ENSMPUG00000003841.1	ENSMPUT00000003880.1
ENSMPUT00000003881	ENSMPUG00000003842.1	ENSMPUT00000003881.1
ENSMPUT00000003882	ENSMPUG00000003843.1	ENSMPUT00000003882.1
ENSMPUT00000003883	ENSMPUG00000003844.1	ENSMPUT00000003883.1
ENSMPUT00000003884	ENSMPUG00000003845.1	ENSMPUT00000003884.1
ENSMPUT00000003885	ENSMPUG00000003846.1	ENSMPUT00000003885.1
ENSMPUT00000003886	ENSMPUG00000003847.1	ENSMPUT00000003886.1
ENSMPUT00000003887	ENSMPUG00000003848.1	ENSMPUT00000003887.1
ENSMPUT00000003888	ENSMPUG00000003849.1	ENSMPUT00000003888.1
ENSMPUT00000003889	ENSMPUG00000003850.1	ENSMPUT00000003889.1
ENSMPUT00000003890	ENSMPUG00000003851.1	ENSMPUT00000003890.1
ENSMPUT00000003891	ENSMPUG00000003852.1	ENSMPUT00000003891.1
ENSMPUT00000003892	ENSMPUG00000003853.1	ENSMPUT00000003892.1
ENSMPUT00000003893	ENSMPUG00000003854.1	ENSMPUT00000003893.1
ENSMPUT00000003894	ENSMPUG00000003855.1	ENSMPUT00000003894.1
ENSMPUT00000003895	ENSMPUG00000003856.1	ENSMPUT00000003895.1
ENSMPUT00000003896	ENSMPUG00000003857.1	ENSMPUT00000003896.1
ENSMPUT00000003897	ENSMPUG00000003858.1	ENSMPUT00000003897.1
ENSMPUT00000003898	ENSMPUG00000003859.1	ENSMPUT00000003898.1
ENSMPUT00000003899	ENSMPUG00000003860.1	ENSMPUT00000003899.1
ENSMPUT00000003900	ENSMPUG00000003861.1	ENSMPUT00000003900.1
ENSMPUT00000003901	ENSMPUG00000003862.1	ENSMPUT00000003901.1
ENSMPUT00000003902	ENSMPUG00000003863.1	ENSMPUT00000003902.1
ENSMPUT00000003903	ENSMPUG00000003864.1	ENSMPUT00000003903.1
ENSMPUT00000003904	ENSMPUG00000003865.1	ENSMPUT00000003904.1
ENSMPUT00000003905	ENSMPUG00000003866.1	ENSMPUT00000003905.1
ENSMPUT00000003906	ENSMPUG00000003867.1	ENSMPUT00000003906.1
ENSMPUT00000003907	ENSMPUG00000003868.1	ENSMPUT00000003907.1
ENSMPUT00000003908	ENSMPUG00000003869.1	ENSMPUT00000003908.1
ENSMPUT00000003909	ENSMPUG00000003870.1	ENSMPUT00000003909.1
ENSMPUT00000003910	ENSMPUG00000003871.1	ENSMPUT00000003910.1
ENSMPUT00000003911	ENSMPUG00000003872.1	ENSMPUT00000003911.1
ENSMPUT00000003912	ENSMPUG00000003873.1	ENSMPUT00000003912.1
ENSMPUT00000003913	ENSMPUG00000003874.1	ENSMPUT00000003913.1
ENSMPUT00000003914	ENSMPUG00000003875.1	ENSMPUT00000003914.1
ENSMPUT00000003915	ENSMPUG00000003876.1	ENSMPUT00000003915.1
ENSMPUT00000003916	ENSMPUG00000003877.1	ENSMPUT00000003916.1
ENSMPUT00000003917	ENSMPUG00000003878.1	ENSMPUT00000003917.1
ENSMPUT00000003918	ENSMPUG00000003879.1	ENSMPUT00000003918.1
ENSMPUT00000003919	ENSMPUG00000003880.1	ENSMPUT00000003919.1
ENSMPUT00000003920	ENSMPUG00000003881.1	ENSMPUT00000003920.1
ENSMPUT00000003921	ENSMPUG00000003882.1	ENSMPUT00000003921.1
ENSMPUT00000003922	ENSMPUG00000003883.1	ENSMPUT00000003922.1
ENSMPUT00000003923	ENSMPUG00000003884.1	ENSMPUT00000003923.1
ENSMPUT00000003924	ENSMPUG00000003885.1	ENSMPUT00000003924.1
ENSMPUT00000003925	ENSMPUG00000003886.1	ENSMPUT00000003925.1
ENSMPUT00000003926	ENSMPUG00000003887.1	ENSMPUT00000003926.1
ENSMPUT00000003927	ENSMPUG00000003888.1	ENSMPUT00000003927.1
ENSMPUT00000003928	ENSMPUG00000003889.1	ENSMPUT00000003928.1
ENSMPUT00000003929	ENSMPUG00000003890.1	ENSMPUT00000003929.1
ENSMPUT00000003930	ENSMPUG00000003891.1	ENSMPUT00000003930.1
ENSMPUT00000003931	ENSMPUG00000003892.1	ENSMPUT00000003931.1
ENSMPUT00000003932	ENSMPUG00000003893.1	ENSMPUT00000003932.1
ENSMPUT00000003933	ENSMPUG00000003894.1	ENSMPUT00000003933.1
ENSMPUT00000003934	ENSMPUG00000003895.1	ENSMPUT00000003934.1
ENSMPUT00000003935	ENSMPUG00000003896.1	ENSMPUT00000003935.1
ENSMPUT00000003936	ENSMPUG00000003897.1	ENSMPUT00000003936.1
ENSMPUT00000003937	ENSMPUG00000003898.1	ENSMPUT00000003937.1
ENSMPUT00000003938	ENSMPUG00000003899.1	ENSMPUT00000003938.1
ENSMPUT00000003939	ENSMPUG00000003900.1	ENSMPUT00000003939.1
ENSMPUT00000003940	ENSMPUG00000003901.1	ENSMPUT00000003940.1
ENSMPUT00000003941	ENSMPUG00000003902.1	ENSMPUT00000003941.1
ENSMPUT00000003942	ENSMPUG00000003903.1	ENSMPUT00000003942.1
ENSMPUT00000003943	ENSMPUG00000003904.1	ENSMPUT00000003943.1
ENSMPUT00000003944	ENSMPUG00000003905.1	ENSMPUT00000003944.1
ENSMPUT00000003945	ENSMPUG00000003906.1	ENSMPUT00000003945.1
ENSMPUT00000003946	ENSMPUG00000003907.1	ENSMPUT00000003946.1
ENSMPUT00000003947	ENSMPUG00000003908.1	ENSMPUT00000003947.1
ENSMPUT00000003948	ENSMPUG00000003909.1	ENSMPUT00000003948.1
ENSMPUT00000003949	ENSMPUG00000003910.1	ENSMPUT00000003949.1
ENSMPUT00000003950	ENSMPUG00000003911.1	ENSMPUT00000003950.1
ENSMPUT00000003951	ENSMPUG00000003912.1	ENSMPUT00000003951.1
ENSMPUT00000003952	ENSMPUG00000003913.1	ENSMPUT00000003952.1
ENSMPUT00000003953	ENSMPUG00000003914.1	ENSMPUT00000003953.1
ENSMPUT00000003954	ENSMPUG00000003915.1	ENSMPUT00000003954.1
ENSMPUT00000003955	ENSMPUG00000003916.1	ENSMPUT00000003955.1
ENSMPUT00000003956	ENSMPUG00000003917.1	ENSMPUT00000003956.1
ENSMPUT00000003957	ENSMPUG00000003918.1	ENSMPUT00000003957.1
ENSMPUT00000003958	ENSMPUG00000003919.1	ENSMPUT00000003958.1
ENSMPUT00000003959	ENSMPUG00000003920.1	ENSMPUT00000003959.1
ENSMPUT00000003960	ENSMPUG00000003921.1	ENSMPUT00000003960.1
ENSMPUT00000003961	ENSMPUG00000003922.1	ENSMPUT00000003961.1
ENSMPUT00000003962	ENSMPUG00000003923.1	ENSMPUT00000003962.1
ENSMPUT00000003963	ENSMPUG00000003924.1	ENSMPUT00000003963.1
ENSMPUT00000003964	ENSMPUG00000003925.1	ENSMPUT00000003964.1
ENSMPUT00000003965	ENSMPUG00000003926.1	ENSMPUT00000003965.1
ENSMPUT00000003966	ENSMPUG00000003927.1	ENSMPUT00000003966.1
ENSMPUT00000003967	ENSMPUG00000003928.1	ENSMPUT00000003967.1
ENSMPUT00000003968	ENSMPUG00000003929.1	ENSMPUT00000003968.1
ENSMPUT00000003969	ENSMPUG00000003930.1	ENSMPUT00000003969.1
ENSMPUT00000003970	ENSMPUG00000003931.1	ENSMPUT00000003970.1
ENSMPUT00000003971	ENSMPUG00000003932.1	ENSMPUT00000003971.1
ENSMPUT00000003972	ENSMPUG00000003933.1	ENSMPUT00000003972.1
ENSMPUT00000003973	ENSMPUG00000003934.1	ENSMPUT00000003973.1
ENSMPUT00000003974	ENSMPUG00000003935.1	ENSMPUT00000003974.1
ENSMPUT00000003975	ENSMPUG00000003936.1	ENSMPUT00000003975.1
ENSMPUT00000003976	ENSMPUG00000003937.1	ENSMPUT00000003976.1
ENSMPUT00000003977	ENSMPUG00000003938.1	ENSMPUT00000003977.1
ENSMPUT00000003978	ENSMPUG00000003939.1	ENSMPUT00000003978.1
ENSMPUT00000003979	ENSMPUG00000003940.1	ENSMPUT00000003979.1
ENSMPUT00000003980	ENSMPUG00000003941.1	ENSMPUT00000003980.1
ENSMPUT00000003981	ENSMPUG00000003942.1	ENSMPUT00000003981.1
ENSMPUT00000003982	ENSMPUG00000003943.1	ENSMPUT00000003982.1
ENSMPUT00000003983	ENSMPUG00000003944.1	ENSMPUT00000003983.1
ENSMPUT00000003984	ENSMPUG00000003945.1	ENSMPUT00000003984.1
ENSMPUT00000003985	ENSMPUG00000003946.1	ENSMPUT00000003985.1
ENSMPUT00000003986	ENSMPUG00000003947.1	ENSMPUT00000003986.1
ENSMPUT00000003987	ENSMPUG00000003948.1	ENSMPUT00000003987.1
ENSMPUT00000003988	ENSMPUG00000003949.1	ENSMPUT00000003988.1
ENSMPUT00000003989	ENSMPUG00000003950.1	ENSMPUT00000003989.1
ENSMPUT00000003990	ENSMPUG00000003951.1	ENSMPUT00000003990.1
ENSMPUT00000003991	ENSMPUG00000003952.1	ENSMPUT00000003991.1
ENSMPUT00000003992	ENSMPUG00000003953.1	ENSMPUT00000003992.1
ENSMPUT00000003993	ENSMPUG00000003954.1	ENSMPUT00000003993.1
ENSMPUT00000003994	ENSMPUG00000003955.1	ENSMPUT00000003994.1
ENSMPUT00000003995	ENSMPUG00000003956.1	ENSMPUT00000003995.1
ENSMPUT00000003996	ENSMPUG00000003957.1	ENSMPUT00000003996.1
ENSMPUT00000003997	ENSMPUG00000003958.1	ENSMPUT00000003997.1
ENSMPUT00000003998	ENSMPUG00000003959.1	ENSMPUT00000003998.1
ENSMPUT00000003999	ENSMPUG00000003960.1	ENSMPUT00000003999.1
ENSMPUT00000004000	ENSMPUG00000003961.1	ENSMPUT00000004000.1
ENSMPUT00000004001	ENSMPUG00000003962.1	ENSMPUT00000004001.1
ENSMPUT00000004002	ENSMPUG00000003963.1	ENSMPUT00000004002.1
ENSMPUT00000004003	ENSMPUG00000003964.1	ENSMPUT00000004003.1
ENSMPUT00000004004	ENSMPUG00000003965.1	ENSMPUT00000004004.1
ENSMPUT00000004005	ENSMPUG00000003966.1	ENSMPUT00000004005.1
ENSMPUT00000004006	ENSMPUG00000003967.1	ENSMPUT00000004006.1
ENSMPUT00000004007	ENSMPUG00000003968.1	ENSMPUT00000004007.1
ENSMPUT00000004008	ENSMPUG00000003969.1	ENSMPUT00000004008.1
ENSMPUT00000004009	ENSMPUG00000003970.1	ENSMPUT00000004009.1
ENSMPUT00000004010	ENSMPUG00000003971.1	ENSMPUT00000004010.1
ENSMPUT00000004011	ENSMPUG00000003972.1	ENSMPUT00000004011.1
ENSMPUT00000004012	ENSMPUG00000003973.1	ENSMPUT00000004012.1
ENSMPUT00000004013	ENSMPUG00000003974.1	ENSMPUT00000004013.1
ENSMPUT00000004014	ENSMPUG00000003975.1	ENSMPUT00000004014.1
ENSMPUT00000004015	ENSMPUG00000003976.1	ENSMPUT00000004015.1
ENSMPUT00000004016	ENSMPUG00000003977.1	ENSMPUT00000004016.1
ENSMPUT00000004017	ENSMPUG00000003978.1	ENSMPUT00000004017.1
ENSMPUT00000004018	ENSMPUG00000003979.1	ENSMPUT00000004018.1
ENSMPUT00000004019	ENSMPUG00000003980.1	ENSMPUT00000004019.1
ENSMPUT00000004020	ENSMPUG00000003981.1	ENSMPUT00000004020.1
ENSMPUT00000004021	ENSMPUG00000003982.1	ENSMPUT00000004021.1
ENSMPUT00000004022	ENSMPUG00000003983.1	ENSMPUT00000004022.1
ENSMPUT00000004023	ENSMPUG00000003984.1	ENSMPUT00000004023.1
ENSMPUT00000004024	ENSMPUG00000003985.1	ENSMPUT00000004024.1
ENSMPUT00000004025	ENSMPUG00000003986.1	ENSMPUT00000004025.1
ENSMPUT00000004026	ENSMPUG00000003987.1	ENSMPUT00000004026.1
ENSMPUT00000004027	ENSMPUG00000003988.1	ENSMPUT00000004027.1
ENSMPUT00000004028	ENSMPUG00000003989.1	ENSMPUT00000004028.1
ENSMPUT00000004029	ENSMPUG00000003990.1	ENSMPUT00000004029.1
ENSMPUT00000004030	ENSMPUG00000003991.1	ENSMPUT00000004030.1
ENSMPUT00000004031	ENSMPUG00000003992.1	ENSMPUT00000004031.1
ENSMPUT00000004032	ENSMPUG00000003993.1	ENSMPUT00000004032.1
ENSMPUT00000004033	ENSMPUG00000003994.1	ENSMPUT00000004033.1
ENSMPUT00000004034	ENSMPUG00000003995.1	ENSMPUT00000004034.1
ENSMPUT00000004035	ENSMPUG00000003996.1	ENSMPUT00000004035.1
ENSMPUT00000004036	ENSMPUG00000003997.1	ENSMPUT00000004036.1
ENSMPUT00000004037	ENSMPUG00000003998.1	ENSMPUT00000004037.1
ENSMPUT00000004038	ENSMPUG00000003999.1	ENSMPUT00000004038.1
ENSMPUT00000004039	ENSMPUG00000004000.1	ENSMPUT00000004039.1
ENSMPUT00000004040	ENSMPUG00000004001.1	ENSMPUT00000004040.1
ENSMPUT00000004041	ENSMPUG00000004002.1	ENSMPUT00000004041.1
ENSMPUT00000004042	ENSMPUG00000004003.1	ENSMPUT00000004042.1
ENSMPUT00000004043	ENSMPUG00000004004.1	ENSMPUT00000004043.1
ENSMPUT00000004044	ENSMPUG00000004005.1	ENSMPUT00000004044.1
ENSMPUT00000004045	ENSMPUG00000004006.1	ENSMPUT00000004045.1
ENSMPUT00000004046	ENSMPUG00000004007.1	ENSMPUT00000004046.1
ENSMPUT00000004047	ENSMPUG00000004008.1	ENSMPUT00000004047.1
ENSMPUT00000004048	ENSMPUG00000004009.1	ENSMPUT00000004048.1
ENSMPUT00000004049	ENSMPUG00000004010.1	ENSMPUT00000004049.1
ENSMPUT00000004050	ENSMPUG00000004011.1	ENSMPUT00000004050.1
ENSMPUT00000004051	ENSMPUG00000004012.1	ENSMPUT00000004051.1
ENSMPUT00000004052	ENSMPUG00000004013.1	ENSMPUT00000004052.1
ENSMPUT00000004053	ENSMPUG00000004014.1	ENSMPUT00000004053.1
ENSMPUT00000004054	ENSMPUG00000004015.1	ENSMPUT00000004054.1
ENSMPUT00000004055	ENSMPUG00000004016.1	ENSMPUT00000004055.1
ENSMPUT00000004056	ENSMPUG00000004017.1	ENSMPUT00000004056.1
ENSMPUT00000004057	ENSMPUG00000004018.1	ENSMPUT00000004057.1
ENSMPUT00000004058	ENSMPUG00000004019.1	ENSMPUT00000004058.1
ENSMPUT00000004059	ENSMPUG00000004020.1	ENSMPUT00000004059.1
ENSMPUT00000004060	ENSMPUG00000004021.1	ENSMPUT00000004060.1
ENSMPUT00000004061	ENSMPUG00000004022.1	ENSMPUT00000004061.1
ENSMPUT00000004062	ENSMPUG00000004023.1	ENSMPUT00000004062.1
ENSMPUT00000004063	ENSMPUG00000004024.1	ENSMPUT00000004063.1
ENSMPUT00000004064	ENSMPUG00000004025.1	ENSMPUT00000004064.1
ENSMPUT00000004065	ENSMPUG00000004026.1	ENSMPUT00000004065.1
ENSMPUT00000004066	ENSMPUG00000004027.1	ENSMPUT00000004066.1
ENSMPUT00000004067	ENSMPUG00000004028.1	ENSMPUT00000004067.1
ENSMPUT00000004068	ENSMPUG00000004029.1	ENSMPUT00000004068.1
ENSMPUT00000004069	ENSMPUG00000004030.1	ENSMPUT00000004069.1
ENSMPUT00000004070	ENSMPUG00000004031.1	ENSMPUT00000004070.1
ENSMPUT00000004071	ENSMPUG00000004032.1	ENSMPUT00000004071.1
ENSMPUT00000004072	ENSMPUG00000004033.1	ENSMPUT00000004072.1
ENSMPUT00000004073	ENSMPUG00000004034.1	ENSMPUT00000004073.1
ENSMPUT00000004074	ENSMPUG00000004035.1	ENSMPUT00000004074.1
ENSMPUT00000004075	ENSMPUG00000004036.1	ENSMPUT00000004075.1
ENSMPUT00000004076	ENSMPUG00000004037.1	ENSMPUT00000004076.1
ENSMPUT00000004077	ENSMPUG00000004038.1	ENSMPUT00000004077.1
ENSMPUT00000004078	ENSMPUG00000004039.1	ENSMPUT00000004078.1
ENSMPUT00000004079	ENSMPUG00000004040.1	ENSMPUT00000004079.1
ENSMPUT00000004080	ENSMPUG00000004041.1	ENSMPUT00000004080.1
ENSMPUT00000004081	ENSMPUG00000004042.1	ENSMPUT00000004081.1
ENSMPUT00000004082	ENSMPUG00000004043.1	ENSMPUT00000004082.1
ENSMPUT00000004083	ENSMPUG00000004044.1	ENSMPUT00000004083.1
ENSMPUT00000004084	ENSMPUG00000004045.1	ENSMPUT00000004084.1
ENSMPUT00000004085	ENSMPUG00000004046.1	ENSMPUT00000004085.1
ENSMPUT00000004086	ENSMPUG00000004047.1	ENSMPUT00000004086.1
