Transcript stable ID	Gene stable ID version	Transcript stable ID version
ENSMPUT00000000349	ENSMPUG00000000347.1	ENSMPUT00000000349.1
ENSMPUT00000000350	ENSMPUG00000000348.1	ENSMPUT00000000350.1
ENSMPUT00000000351	ENSMPUG00000000349.1	ENSMPUT00000000351.1
ENSMPUT00000000352	ENSMPUG00000000350.1	ENSMPUT00000000352.1
ENSMPUT00000000353	ENSMPUG00000000351.1	ENSMPUT00000000353.1
ENSMPUT00000000354	ENSMPUG00000000352.1	ENSMPUT00000000354.1
ENSMPUT00000000355	ENSMPUG00000000353.1	ENSMPUT00000000355.1
ENSMPUT00000000356	ENSMPUG00000000353.1	ENSMPUT00000000356.1
ENSMPUT00000000357	ENSMPUG00000000353.1	ENSMPUT00000000357.1
ENSMPUT00000000358	ENSMPUG00000000354.1	ENSMPUT00000000358.1
ENSMPUT00000000359	ENSMPUG00000000355.1	ENSMPUT00000000359.1
ENSMPUT00000000360	ENSMPUG00000000356.1	ENSMPUT00000000360.1
ENSMPUT00000000361	ENSMPUG00000000357.1	ENSMPUT00000000361.1
ENSMPUT00000000362	ENSMPUG00000000358.1	ENSMPUT00000000362.1
ENSMPUT00000000363	ENSMPUG00000000359.1	ENSMPUT00000000363.1
ENSMPUT00000000364	ENSMPUG00000000360.1	ENSMPUT00000000364.1
ENSMPUT00000000365	ENSMPUG00000000361.1	ENSMPUT00000000365.1
ENSMPUT00000000366	ENSMPUG00000000362.1	ENSMPUT00000000366.1
ENSMPUT00000000367	ENSMPUG00000000363.1	ENSMPUT00000000367.1
ENSMPUT00000000368	ENSMPUG00000000364.1	ENSMPUT00000000368.1
ENSMPUT00000000369	ENSMPUG00000000365.1	ENSMPUT00000000369.1
ENSMPUT00000000370	ENSMPUG00000000366.1	ENSMPUT00000000370.1
ENSMPUT00000000371	ENSMPUG00000000367.1	ENSMPUT00000000371.1
ENSMPUT00000000372	ENSMPUG00000000368.1	ENSMPUT00000000372.1
ENSMPUT00000000373	ENSMPUG00000000369.1	ENSMPUT00000000373.1
ENSMPUT00000000374	ENSMPUG00000000369.1	ENSMPUT00000000374.1
ENSMPUT00000000375	ENSMPUG00000000370.1	ENSMPUT00000000375.1
ENSMPUT00000000376	ENSMPUG00000000371.1	ENSMPUT00000000376.1
ENSMPUT00000000377	ENSMPUG00000000372.1	ENSMPUT00000000377.1
ENSMPUT00000000378	ENSMPUG00000000373.1	ENSMPUT00000000378.1
ENSMPUT00000000379	ENSMPUG00000000374.1	ENSMPUT00000000379.1
ENSMPUT00000000380	ENSMPUG00000000375.1	ENSMPUT00000000380.1
ENSMPUT00000000381	ENSMPUG00000000376.1	ENSMPUT00000000381.1
ENSMPUT00000000382	ENSMPUG00000000377.1	ENSMPUT00000000382.1
ENSMPUT00000000383	ENSMPUG00000000378.1	ENSMPUT00000000383.1
ENSMPUT00000000384	ENSMPUG00000000379.1	ENSMPUT00000000384.1
ENSMPUT00000000385	ENSMPUG00000000380.1	ENSMPUT00000000385.1
ENSMPUT00000000386	ENSMPUG00000000381.1	ENSMPUT00000000386.1
ENSMPUT00000000387	ENSMPUG00000000382.1	ENSMPUT00000000387.1
ENSMPUT00000000388	ENSMPUG00000000383.1	ENSMPUT00000000388.1
ENSMPUT00000000389	ENSMPUG00000000384.1	ENSMPUT00000000389.1
ENSMPUT00000000390	ENSMPUG00000000385.1	ENSMPUT00000000390.1
ENSMPUT00000000391	ENSMPUG00000000386.1	ENSMPUT00000000391.1
ENSMPUT00000000392	ENSMPUG00000000387.1	ENSMPUT00000000392.1
ENSMPUT00000000393	ENSMPUG00000000388.1	ENSMPUT00000000393.1
ENSMPUT00000000394	ENSMPUG00000000389.1	ENSMPUT00000000394.1
ENSMPUT00000000395	ENSMPUG00000000390.1	ENSMPUT00000000395.1
ENSMPUT00000000396	ENSMPUG00000000391.1	ENSMPUT00000000396.1
ENSMPUT00000000397	ENSMPUG00000000392.1	ENSMPUT00000000397.1
ENSMPUT00000000398	ENSMPUG00000000393.1	ENSMPUT00000000398.1
ENSMPUT00000000399	ENSMPUG00000000394.1	ENSMPUT00000000399.1
ENSMPUT00000000400	ENSMPUG00000000395.1	ENSMPUT00000000400.1
ENSMPUT00000000401	ENSMPUG00000000396.1	ENSMPUT00000000401.1
ENSMPUT00000000402	ENSMPUG00000000397.1	ENSMPUT00000000402.1
ENSMPUT00000000403	ENSMPUG00000000398.1	ENSMPUT00000000403.1
ENSMPUT00000000404	ENSMPUG00000000399.1	ENSMPUT00000000404.1
ENSMPUT00000000405	ENSMPUG00000000400.1	ENSMPUT00000000405.1
ENSMPUT00000000406	ENSMPUG00000000401.1	ENSMPUT00000000406.1
ENSMPUT00000000407	ENSMPUG00000000402.1	ENSMPUT00000000407.1
ENSMPUT00000000408	ENSMPUG00000000403.1	ENSMPUT00000000408.1
ENSMPUT00000000409	ENSMPUG00000000404.1	ENSMPUT00000000409.1
ENSMPUT00000000410	ENSMPUG00000000405.1	ENSMPUT00000000410.1
ENSMPUT00000000411	ENSMPUG00000000406.1	ENSMPUT00000000411.1
ENSMPUT00000000412	ENSMPUG00000000407.1	ENSMPUT00000000412.1
ENSMPUT00000000413	ENSMPUG00000000408.1	ENSMPUT00000000413.1
ENSMPUT00000000414	ENSMPUG00000000409.1	ENSMPUT00000000414.1
ENSMPUT00000000415	ENSMPUG00000000410.1	ENSMPUT00000000415.1
ENSMPUT00000000416	ENSMPUG00000000411.1	ENSMPUT00000000416.1
ENSMPUT00000000417	ENSMPUG00000000412.1	ENSMPUT00000000417.1
ENSMPUT00000000418	ENSMPUG00000000413.1	ENSMPUT00000000418.1
ENSMPUT00000000419	ENSMPUG00000000414.1	ENSMPUT00000000419.1
ENSMPUT00000000420	ENSMPUG00000000415.1	ENSMPUT00000000420.1
ENSMPUT00000000421	ENSMPUG00000000416.1	ENSMPUT00000000421.1
ENSMPUT00000000422	ENSMPUG00000000417.1	ENSMPUT00000000422.1
ENSMPUT00000000423	ENSMPUG00000000418.1	ENSMPUT00000000423.1
ENSMPUT00000000424	ENSMPUG00000000419.1	ENSMPUT00000000424.1
ENSMPUT00000000425	ENSMPUG00000000420.1	ENSMPUT00000000425.1
ENSMPUT00000000426	ENSMPUG00000000421.1	ENSMPUT00000000426.1
ENSMPUT00000000427	ENSMPUG00000000422.1	ENSMPUT00000000427.1
ENSMPUT00000000428	ENSMPUG00000000423.1	ENSMPUT00000000428.1
ENSMPUT00000000429	ENSMPUG00000000424.1	ENSMPUT00000000429.1
ENSMPUT00000000430	ENSMPUG00000000425.1	ENSMPUT00000000430.1
ENSMPUT00000000431	ENSMPUG00000000426.1	ENSMPUT00000000431.1
ENSMPUT00000000432	ENSMPUG00000000427.1	ENSMPUT00000000432.1
ENSMPUT00000000433	ENSMPUG00000000428.1	ENSMPUT00000000433.1
ENSMPUT00000000434	ENSMPUG00000000429.1	ENSMPUT00000000434.1
ENSMPUT00000000435	ENSMPUG00000000430.1	ENSMPUT00000000435.1
ENSMPUT00000000436	ENSMPUG00000000431.1	ENSMPUT00000000436.1
ENSMPUT00000000437	ENSMPUG00000000432.1	ENSMPUT00000000437.1
ENSMPUT00000000438	ENSMPUG00000000433.1	ENSMPUT00000000438.1
ENSMPUT00000000439	ENSMPUG00000000434.1	ENSMPUT00000000439.1
ENSMPUT00000000440	ENSMPUG00000000435.1	ENSMPUT00000000440.1
ENSMPUT00000000441	ENSMPUG00000000436.1	ENSMPUT00000000441.1
ENSMPUT00000000442	ENSMPUG00000000437.1	ENSMPUT00000000442.1
ENSMPUT00000000443	ENSMPUG00000000438.1	ENSMPUT00000000443.1
ENSMPUT00000000444	ENSMPUG00000000439.1	ENSMPUT00000000444.1
ENSMPUT00000000445	ENSMPUG00000000440.1	ENSMPUT00000000445.1
ENSMPUT00000000446	ENSMPUG00000000441.1	ENSMPUT00000000446.1
ENSMPUT00000000447	ENSMPUG00000000442.1	ENSMPUT00000000447.1
ENSMPUT00000000448	ENSMPUG00000000443.1	ENSMPUT00000000448.1
ENSMPUT00000000449	ENSMPUG00000000444.1	ENSMPUT00000000449.1
ENSMPUT00000000450	ENSMPUG00000000445.1	ENSMPUT00000000450.1
ENSMPUT00000000451	ENSMPUG00000000446.1	ENSMPUT00000000451.1
ENSMPUT00000000452	ENSMPUG00000000447.1	ENSMPUT00000000452.1
ENSMPUT00000000453	ENSMPUG00000000448.1	ENSMPUT00000000453.1
ENSMPUT00000000454	ENSMPUG00000000449.1	ENSMPUT00000000454.1
ENSMPUT00000000455	ENSMPUG00000000450.1	ENSMPUT00000000455.1
ENSMPUT00000000456	ENSMPUG00000000451.1	ENSMPUT00000000456.1
ENSMPUT00000000457	ENSMPUG00000000452.1	ENSMPUT00000000457.1
ENSMPUT00000000458	ENSMPUG00000000453.1	ENSMPUT00000000458.1
ENSMPUT00000000459	ENSMPUG00000000454.1	ENSMPUT00000000459.1
ENSMPUT00000000460	ENSMPUG00000000455.1	ENSMPUT00000000460.1
ENSMPUT00000000461	ENSMPUG00000000456.1	ENSMPUT00000000461.1
ENSMPUT00000000462	ENSMPUG00000000457.1	ENSMPUT00000000462.1
ENSMPUT00000000463	ENSMPUG00000000458.1	ENSMPUT00000000463.1
ENSMPUT00000000464	ENSMPUG00000000459.1	ENSMPUT00000000464.1
ENSMPUT00000000465	ENSMPUG00000000460.1	ENSMPUT00000000465.1
ENSMPUT00000000466	ENSMPUG00000000461.1	ENSMPUT00000000466.1
ENSMPUT00000000467	ENSMPUG00000000462.1	ENSMPUT00000000467.1
ENSMPUT00000000468	ENSMPUG00000000463.1	ENSMPUT00000000468.1
ENSMPUT00000000469	ENSMPUG00000000464.1	ENSMPUT00000000469.1
ENSMPUT00000000470	ENSMPUG00000000465.1	ENSMPUT00000000470.1
ENSMPUT00000000471	ENSMPUG00000000466.1	ENSMPUT00000000471.1
ENSMPUT00000000472	ENSMPUG00000000467.1	ENSMPUT00000000472.1
ENSMPUT00000000473	ENSMPUG00000000468.1	ENSMPUT00000000473.1
ENSMPUT00000000474	ENSMPUG00000000469.1	ENSMPUT00000000474.1
ENSMPUT00000000475	ENSMPUG00000000470.1	ENSMPUT00000000475.1
ENSMPUT00000000476	ENSMPUG00000000471.1	ENSMPUT00000000476.1
ENSMPUT00000000477	ENSMPUG00000000472.1	ENSMPUT00000000477.1
ENSMPUT00000000478	ENSMPUG00000000473.1	ENSMPUT00000000478.1
ENSMPUT00000000479	ENSMPUG00000000474.1	ENSMPUT00000000479.1
ENSMPUT00000000480	ENSMPUG00000000475.1	ENSMPUT00000000480.1
ENSMPUT00000000481	ENSMPUG00000000476.1	ENSMPUT00000000481.1
ENSMPUT00000000482	ENSMPUG00000000477.1	ENSMPUT00000000482.1
ENSMPUT00000000483	ENSMPUG00000000478.1	ENSMPUT00000000483.1
ENSMPUT00000000484	ENSMPUG00000000479.1	ENSMPUT00000000484.1
ENSMPUT00000000485	ENSMPUG00000000480.1	ENSMPUT00000000485.1
ENSMPUT00000000486	ENSMPUG00000000481.1	ENSMPUT00000000486.1
ENSMPUT00000000487	ENSMPUG00000000482.1	ENSMPUT00000000487.1
ENSMPUT00000000488	ENSMPUG00000000483.1	ENSMPUT00000000488.1
ENSMPUT00000000489	ENSMPUG00000000484.1	ENSMPUT00000000489.1
ENSMPUT00000000490	ENSMPUG00000000485.1	ENSMPUT00000000490.1
ENSMPUT00000000491	ENSMPUG00000000486.1	ENSMPUT00000000491.1
ENSMPUT00000000492	ENSMPUG00000000487.1	ENSMPUT00000000492.1
ENSMPUT00000000493	ENSMPUG00000000488.1	ENSMPUT00000000493.1
ENSMPUT00000000494	ENSMPUG00000000489.1	ENSMPUT00000000494.1
ENSMPUT00000000495	ENSMPUG00000000490.1	ENSMPUT00000000495.1
ENSMPUT00000000496	ENSMPUG00000000491.1	ENSMPUT00000000496.1
ENSMPUT00000000497	ENSMPUG00000000492.1	ENSMPUT00000000497.1
ENSMPUT00000000498	ENSMPUG00000000493.1	ENSMPUT00000000498.1
ENSMPUT00000000499	ENSMPUG00000000494.1	ENSMPUT00000000499.1
ENSMPUT00000000500	ENSMPUG00000000495.1	ENSMPUT00000000500.1
ENSMPUT00000000501	ENSMPUG00000000496.1	ENSMPUT00000000501.1
ENSMPUT00000000502	ENSMPUG00000000497.1	ENSMPUT00000000502.1
ENSMPUT00000000503	ENSMPUG00000000498.1	ENSMPUT00000000503.1
ENSMPUT00000000504	ENSMPUG00000000499.1	ENSMPUT00000000504.1
ENSMPUT00000000505	ENSMPUG00000000500.1	ENSMPUT00000000505.1
ENSMPUT00000000506	ENSMPUG00000000501.1	ENSMPUT00000000506.1
ENSMPUT00000000507	ENSMPUG00000000502.1	ENSMPUT00000000507.1
ENSMPUT00000000508	ENSMPUG00000000503.1	ENSMPUT00000000508.1
ENSMPUT00000000509	ENSMPUG00000000504.1	ENSMPUT00000000509.1
ENSMPUT00000000510	ENSMPUG00000000505.1	ENSMPUT00000000510.1
ENSMPUT00000000511	ENSMPUG00000000506.1	ENSMPUT00000000511.1
ENSMPUT00000000512	ENSMPUG00000000507.1	ENSMPUT00000000512.1
ENSMPUT00000000513	ENSMPUG00000000507.1	ENSMPUT00000000513.1
ENSMPUT00000000514	ENSMPUG00000000508.1	ENSMPUT00000000514.1
ENSMPUT00000000515	ENSMPUG00000000509.1	ENSMPUT00000000515.1
ENSMPUT00000000516	ENSMPUG00000000510.1	ENSMPUT00000000516.1
ENSMPUT00000000517	ENSMPUG00000000511.1	ENSMPUT00000000517.1
ENSMPUT00000000518	ENSMPUG00000000512.1	ENSMPUT00000000518.1
ENSMPUT00000000519	ENSMPUG00000000513.1	ENSMPUT00000000519.1
ENSMPUT00000000520	ENSMPUG00000000514.1	ENSMPUT00000000520.1
ENSMPUT00000000521	ENSMPUG00000000515.1	ENSMPUT00000000521.1
ENSMPUT00000000522	ENSMPUG00000000516.1	ENSMPUT00000000522.1
ENSMPUT00000000523	ENSMPUG00000000517.1	ENSMPUT00000000523.1
ENSMPUT00000000524	ENSMPUG00000000518.1	ENSMPUT00000000524.1
ENSMPUT00000000525	ENSMPUG00000000519.1	ENSMPUT00000000525.1
ENSMPUT00000000526	ENSMPUG00000000520.1	ENSMPUT00000000526.1
ENSMPUT00000000527	ENSMPUG00000000521.1	ENSMPUT00000000527.1
ENSMPUT00000000528	ENSMPUG00000000522.1	ENSMPUT00000000528.1
ENSMPUT00000000529	ENSMPUG00000000523.1	ENSMPUT00000000529.1
ENSMPUT00000000530	ENSMPUG00000000524.1	ENSMPUT00000000530.1
ENSMPUT00000000531	ENSMPUG00000000525.1	ENSMPUT00000000531.1
ENSMPUT00000000532	ENSMPUG00000000526.1	ENSMPUT00000000532.1
ENSMPUT00000000533	ENSMPUG00000000527.1	ENSMPUT00000000533.1
ENSMPUT00000000534	ENSMPUG00000000528.1	ENSMPUT00000000534.1
ENSMPUT00000000535	ENSMPUG00000000529.1	ENSMPUT00000000535.1
ENSMPUT00000000536	ENSMPUG00000000530.1	ENSMPUT00000000536.1
ENSMPUT00000000537	ENSMPUG00000000531.1	ENSMPUT00000000537.1
ENSMPUT00000000538	ENSMPUG00000000532.1	ENSMPUT00000000538.1
ENSMPUT00000000539	ENSMPUG00000000533.1	ENSMPUT00000000539.1
ENSMPUT00000000540	ENSMPUG00000000534.1	ENSMPUT00000000540.1
ENSMPUT00000000541	ENSMPUG00000000535.1	ENSMPUT00000000541.1
ENSMPUT00000000542	ENSMPUG00000000536.1	ENSMPUT00000000542.1
ENSMPUT00000000543	ENSMPUG00000000537.1	ENSMPUT00000000543.1
ENSMPUT00000000544	ENSMPUG00000000538.1	ENSMPUT00000000544.1
ENSMPUT00000000545	ENSMPUG00000000539.1	ENSMPUT00000000545.1
ENSMPUT00000000546	ENSMPUG00000000540.1	ENSMPUT00000000546.1
ENSMPUT00000000547	ENSMPUG00000000541.1	ENSMPUT00000000547.1
ENSMPUT00000000548	ENSMPUG00000000542.1	ENSMPUT00000000548.1
ENSMPUT00000000549	ENSMPUG00000000543.1	ENSMPUT00000000549.1
ENSMPUT00000000550	ENSMPUG00000000544.1	ENSMPUT00000000550.1
ENSMPUT00000000551	ENSMPUG00000000545.1	ENSMPUT00000000551.1
ENSMPUT00000000552	ENSMPUG00000000546.1	ENSMPUT00000000552.1
ENSMPUT00000000553	ENSMPUG00000000547.1	ENSMPUT00000000553.1
ENSMPUT00000000554	ENSMPUG00000000548.1	ENSMPUT00000000554.1
ENSMPUT00000000555	ENSMPUG00000000549.1	ENSMPUT00000000555.1
ENSMPUT00000000556	ENSMPUG00000000550.1	ENSMPUT00000000556.1
ENSMPUT00000000557	ENSMPUG00000000551.1	ENSMPUT00000000557.1
ENSMPUT00000000558	ENSMPUG00000000552.1	ENSMPUT00000000558.1
ENSMPUT00000000559	ENSMPUG00000000553.1	ENSMPUT00000000559.1
ENSMPUT00000000560	ENSMPUG00000000554.1	ENSMPUT00000000560.1
ENSMPUT00000000561	ENSMPUG00000000555.1	ENSMPUT00000000561.1
ENSMPUT00000000562	ENSMPUG00000000556.1	ENSMPUT00000000562.1
ENSMPUT00000000563	ENSMPUG00000000557.1	ENSMPUT00000000563.1
ENSMPUT00000000564	ENSMPUG00000000558.1	ENSMPUT00000000564.1
ENSMPUT00000000565	ENSMPUG00000000559.1	ENSMPUT00000000565.1
ENSMPUT00000000566	ENSMPUG00000000560.1	ENSMPUT00000000566.1
ENSMPUT00000000567	ENSMPUG00000000561.1	ENSMPUT00000000567.1
ENSMPUT00000000568	ENSMPUG00000000562.1	ENSMPUT00000000568.1
ENSMPUT00000000569	ENSMPUG00000000563.1	ENSMPUT00000000569.1
ENSMPUT00000000570	ENSMPUG00000000564.1	ENSMPUT00000000570.1
ENSMPUT00000000571	ENSMPUG00000000565.1	ENSMPUT00000000571.1
ENSMPUT00000000572	ENSMPUG00000000566.1	ENSMPUT00000000572.1
ENSMPUT00000000573	ENSMPUG00000000567.1	ENSMPUT00000000573.1
ENSMPUT00000000574	ENSMPUG00000000568.1	ENSMPUT00000000574.1
ENSMPUT00000000575	ENSMPUG00000000569.1	ENSMPUT00000000575.1
ENSMPUT00000000576	ENSMPUG00000000570.1	ENSMPUT00000000576.1
ENSMPUT00000000577	ENSMPUG00000000571.1	ENSMPUT00000000577.1
ENSMPUT00000000578	ENSMPUG00000000572.1	ENSMPUT00000000578.1
ENSMPUT00000000579	ENSMPUG00000000573.1	ENSMPUT00000000579.1
ENSMPUT00000000580	ENSMPUG00000000574.1	ENSMPUT00000000580.1
ENSMPUT00000000581	ENSMPUG00000000575.1	ENSMPUT00000000581.1
ENSMPUT00000000582	ENSMPUG00000000576.1	ENSMPUT00000000582.1
ENSMPUT00000000583	ENSMPUG00000000577.1	ENSMPUT00000000583.1
ENSMPUT00000000584	ENSMPUG00000000578.1	ENSMPUT00000000584.1
ENSMPUT00000000585	ENSMPUG00000000579.1	ENSMPUT00000000585.1
ENSMPUT00000000586	ENSMPUG00000000580.1	ENSMPUT00000000586.1
ENSMPUT00000000587	ENSMPUG00000000581.1	ENSMPUT00000000587.1
ENSMPUT00000000588	ENSMPUG00000000582.1	ENSMPUT00000000588.1
ENSMPUT00000000589	ENSMPUG00000000583.1	ENSMPUT00000000589.1
ENSMPUT00000000590	ENSMPUG00000000584.1	ENSMPUT00000000590.1
ENSMPUT00000000591	ENSMPUG00000000585.1	ENSMPUT00000000591.1
ENSMPUT00000000592	ENSMPUG00000000586.1	ENSMPUT00000000592.1
ENSMPUT00000000593	ENSMPUG00000000587.1	ENSMPUT00000000593.1
ENSMPUT00000000594	ENSMPUG00000000588.1	ENSMPUT00000000594.1
ENSMPUT00000000595	ENSMPUG00000000589.1	ENSMPUT00000000595.1
ENSMPUT00000000596	ENSMPUG00000000590.1	ENSMPUT00000000596.1
ENSMPUT00000000597	ENSMPUG00000000591.1	ENSMPUT00000000597.1
ENSMPUT00000000598	ENSMPUG00000000592.1	ENSMPUT00000000598.1
ENSMPUT00000000599	ENSMPUG00000000593.1	ENSMPUT00000000599.1
ENSMPUT00000000600	ENSMPUG00000000594.1	ENSMPUT00000000600.1
ENSMPUT00000000601	ENSMPUG00000000595.1	ENSMPUT00000000601.1
ENSMPUT00000000602	ENSMPUG00000000596.1	ENSMPUT00000000602.1
ENSMPUT00000000603	ENSMPUG00000000597.1	ENSMPUT00000000603.1
ENSMPUT00000000604	ENSMPUG00000000598.1	ENSMPUT00000000604.1
ENSMPUT00000000605	ENSMPUG00000000599.1	ENSMPUT00000000605.1
ENSMPUT00000000606	ENSMPUG00000000600.1	ENSMPUT00000000606.1
ENSMPUT00000000607	ENSMPUG00000000601.1	ENSMPUT00000000607.1
ENSMPUT00000000608	ENSMPUG00000000602.1	ENSMPUT00000000608.1
ENSMPUT00000000609	ENSMPUG00000000603.1	ENSMPUT00000000609.1
ENSMPUT00000000610	ENSMPUG00000000604.1	ENSMPUT00000000610.1
ENSMPUT00000000611	ENSMPUG00000000605.1	ENSMPUT00000000611.1
ENSMPUT00000000612	ENSMPUG00000000606.1	ENSMPUT00000000612.1
ENSMPUT00000000613	ENSMPUG00000000607.1	ENSMPUT00000000613.1
ENSMPUT00000000614	ENSMPUG00000000608.1	ENSMPUT00000000614.1
ENSMPUT00000000615	ENSMPUG00000000609.1	ENSMPUT00000000615.1
ENSMPUT00000000616	ENSMPUG00000000610.1	ENSMPUT00000000616.1
ENSMPUT00000000617	ENSMPUG00000000611.1	ENSMPUT00000000617.1
ENSMPUT00000000618	ENSMPUG00000000612.1	ENSMPUT00000000618.1
ENSMPUT00000000619	ENSMPUG00000000613.1	ENSMPUT00000000619.1
ENSMPUT00000000620	ENSMPUG00000000614.1	ENSMPUT00000000620.1
ENSMPUT00000000621	ENSMPUG00000000615.1	ENSMPUT00000000621.1
ENSMPUT00000000622	ENSMPUG00000000616.1	ENSMPUT00000000622.1
ENSMPUT00000000623	ENSMPUG00000000617.1	ENSMPUT00000000623.1
ENSMPUT00000000624	ENSMPUG00000000618.1	ENSMPUT00000000624.1
ENSMPUT00000000625	ENSMPUG00000000619.1	ENSMPUT00000000625.1
ENSMPUT00000000626	ENSMPUG00000000620.1	ENSMPUT00000000626.1
ENSMPUT00000000627	ENSMPUG00000000621.1	ENSMPUT00000000627.1
ENSMPUT00000000628	ENSMPUG00000000622.1	ENSMPUT00000000628.1
ENSMPUT00000000629	ENSMPUG00000000623.1	ENSMPUT00000000629.1
ENSMPUT00000000630	ENSMPUG00000000624.1	ENSMPUT00000000630.1
ENSMPUT00000000631	ENSMPUG00000000625.1	ENSMPUT00000000631.1
ENSMPUT00000000632	ENSMPUG00000000626.1	ENSMPUT00000000632.1
ENSMPUT00000000633	ENSMPUG00000000627.1	ENSMPUT00000000633.1
ENSMPUT00000000634	ENSMPUG00000000628.1	ENSMPUT00000000634.1
ENSMPUT00000000635	ENSMPUG00000000629.1	ENSMPUT00000000635.1
ENSMPUT00000000636	ENSMPUG00000000630.1	ENSMPUT00000000636.1
ENSMPUT00000000637	ENSMPUG00000000631.1	ENSMPUT00000000637.1
ENSMPUT00000000638	ENSMPUG00000000632.1	ENSMPUT00000000638.1
ENSMPUT00000000639	ENSMPUG00000000633.1	ENSMPUT00000000639.1
ENSMPUT00000000640	ENSMPUG00000000634.1	ENSMPUT00000000640.1
ENSMPUT00000000641	ENSMPUG00000000635.1	ENSMPUT00000000641.1
ENSMPUT00000000642	ENSMPUG00000000636.1	ENSMPUT00000000642.1
ENSMPUT00000000643	ENSMPUG00000000637.1	ENSMPUT00000000643.1
ENSMPUT00000000644	ENSMPUG00000000638.1	ENSMPUT00000000644.1
ENSMPUT00000000645	ENSMPUG00000000639.1	ENSMPUT00000000645.1
ENSMPUT00000000646	ENSMPUG00000000640.1	ENSMPUT00000000646.1
ENSMPUT00000000647	ENSMPUG00000000641.1	ENSMPUT00000000647.1
ENSMPUT00000000648	ENSMPUG00000000642.1	ENSMPUT00000000648.1
ENSMPUT00000000649	ENSMPUG00000000643.1	ENSMPUT00000000649.1
ENSMPUT00000000650	ENSMPUG00000000644.1	ENSMPUT00000000650.1
ENSMPUT00000000651	ENSMPUG00000000645.1	ENSMPUT00000000651.1
ENSMPUT00000000652	ENSMPUG00000000646.1	ENSMPUT00000000652.1
ENSMPUT00000000653	ENSMPUG00000000647.1	ENSMPUT00000000653.1
ENSMPUT00000000654	ENSMPUG00000000648.1	ENSMPUT00000000654.1
ENSMPUT00000000655	ENSMPUG00000000649.1	ENSMPUT00000000655.1
ENSMPUT00000000656	ENSMPUG00000000650.1	ENSMPUT00000000656.1
ENSMPUT00000000657	ENSMPUG00000000651.1	ENSMPUT00000000657.1
ENSMPUT00000000658	ENSMPUG00000000652.1	ENSMPUT00000000658.1
ENSMPUT00000000659	ENSMPUG00000000653.1	ENSMPUT00000000659.1
ENSMPUT00000000660	ENSMPUG00000000654.1	ENSMPUT00000000660.1
ENSMPUT00000000661	ENSMPUG00000000654.1	ENSMPUT00000000661.1
ENSMPUT00000000662	ENSMPUG00000000655.1	ENSMPUT00000000662.1
ENSMPUT00000000663	ENSMPUG00000000656.1	ENSMPUT00000000663.1
ENSMPUT00000000664	ENSMPUG00000000657.1	ENSMPUT00000000664.1
ENSMPUT00000000665	ENSMPUG00000000658.1	ENSMPUT00000000665.1
ENSMPUT00000000666	ENSMPUG00000000659.1	ENSMPUT00000000666.1
ENSMPUT00000000667	ENSMPUG00000000659.1	ENSMPUT00000000667.1
ENSMPUT00000000668	ENSMPUG00000000659.1	ENSMPUT00000000668.1
ENSMPUT00000000669	ENSMPUG00000000660.1	ENSMPUT00000000669.1
ENSMPUT00000000670	ENSMPUG00000000660.1	ENSMPUT00000000670.1
ENSMPUT00000000671	ENSMPUG00000000661.1	ENSMPUT00000000671.1
ENSMPUT00000000672	ENSMPUG00000000662.1	ENSMPUT00000000672.1
ENSMPUT00000000673	ENSMPUG00000000663.1	ENSMPUT00000000673.1
ENSMPUT00000000674	ENSMPUG00000000664.1	ENSMPUT00000000674.1
ENSMPUT00000000675	ENSMPUG00000000665.1	ENSMPUT00000000675.1
ENSMPUT00000000676	ENSMPUG00000000666.1	ENSMPUT00000000676.1
ENSMPUT00000000677	ENSMPUG00000000667.1	ENSMPUT00000000677.1
ENSMPUT00000000678	ENSMPUG00000000668.1	ENSMPUT00000000678.1
ENSMPUT00000000679	ENSMPUG00000000669.1	ENSMPUT00000000679.1
ENSMPUT00000000680	ENSMPUG00000000670.1	ENSMPUT00000000680.1
ENSMPUT00000000681	ENSMPUG00000000671.1	ENSMPUT00000000681.1
ENSMPUT00000000682	ENSMPUG00000000672.1	ENSMPUT00000000682.1
ENSMPUT00000000683	ENSMPUG00000000673.1	ENSMPUT00000000683.1
ENSMPUT00000000684	ENSMPUG00000000674.1	ENSMPUT00000000684.1
ENSMPUT00000000685	ENSMPUG00000000675.1	ENSMPUT00000000685.1
ENSMPUT00000000686	ENSMPUG00000000676.1	ENSMPUT00000000686.1
ENSMPUT00000000687	ENSMPUG00000000677.1	ENSMPUT00000000687.1
ENSMPUT00000000688	ENSMPUG00000000678.1	ENSMPUT00000000688.1
ENSMPUT00000000689	ENSMPUG00000000679.1	ENSMPUT00000000689.1
ENSMPUT00000000690	ENSMPUG00000000680.1	ENSMPUT00000000690.1
ENSMPUT00000000691	ENSMPUG00000000681.1	ENSMPUT00000000691.1
ENSMPUT00000000692	ENSMPUG00000000682.1	ENSMPUT00000000692.1
ENSMPUT00000000693	ENSMPUG00000000683.1	ENSMPUT00000000693.1
ENSMPUT00000000694	ENSMPUG00000000684.1	ENSMPUT00000000694.1
ENSMPUT00000000695	ENSMPUG00000000685.1	ENSMPUT00000000695.1
ENSMPUT00000000696	ENSMPUG00000000686.1	ENSMPUT00000000696.1
ENSMPUT00000000697	ENSMPUG00000000687.1	ENSMPUT00000000697.1
